session,speaker,emotion
Ses04M_script01_1,M010,fru
Ses04M_script01_1,M011,xxx
Ses04M_script01_1,M012,xxx
Ses04M_script01_1,M013,ang
Ses04M_script01_1,M014,ang
Ses04M_script01_1,M015,xxx
Ses04M_script01_1,M016,fru
Ses04M_script01_1,M017,fru
Ses04M_script01_1,M018,neu
Ses04M_script01_1,M019,fru
Ses04M_script01_1,M020,xxx
Ses04M_script01_1,M021,ang
Ses04M_script01_1,M022,ang
Ses04M_script01_1,M023,fru
Ses04M_script01_1,M024,fru
Ses04M_script01_1,M025,fru
Ses04M_script01_1,M026,neu
Ses04M_script01_1,M027,xxx
Ses04M_script01_1,M028,xxx
Ses04M_script01_1,M029,fru
Ses04M_script01_1,M030,fru
Ses04M_script01_1,M031,neu
Ses04M_script01_1,M032,neu
Ses04M_script01_1,M033,fru
Ses04M_script01_1,M034,sad
Ses04M_script01_1,M035,xxx
Ses04M_script01_1,M036,fru
Ses04M_script01_1,M037,ang
Ses04M_script01_1,M038,ang
Ses04M_script01_1,M039,xxx
Ses04M_script01_1,M040,neu
Ses04M_script01_1,M041,neu
Ses04M_script01_1,M042,fru
Ses04M_script01_1,M043,xxx
Ses04M_script01_1,M044,fru
Ses04M_script01_2,F000,ang
Ses04M_script01_2,F001,neu
Ses04M_script01_2,F002,ang
Ses04M_script01_2,F003,ang
Ses04M_script01_2,F004,ang
Ses04M_script01_2,F005,ang
Ses04M_script01_2,F006,ang
Ses04M_script01_2,F007,neu
Ses04M_script01_2,F008,ang
Ses04M_script01_2,F009,ang
Ses04M_script01_2,F010,ang
Ses04M_script01_2,F011,ang
Ses04M_script01_2,F012,ang
Ses04M_script01_2,F013,ang
Ses04M_script01_2,F014,ang
Ses04M_script01_2,F015,ang
Ses04M_script01_2,F016,ang
Ses04M_script01_2,F017,xxx
Ses04M_script01_2,F018,ang
Ses04M_script01_2,F019,xxx
Ses04M_script01_2,F020,sad
Ses04M_script01_2,M000,neu
Ses04M_script01_2,M001,xxx
Ses04M_script01_2,M002,xxx
Ses04M_script01_2,M003,fru
Ses04M_script01_2,M004,xxx
Ses04M_script01_2,M005,neu
Ses04M_script01_2,M006,neu
Ses04M_script01_2,M007,neu
Ses04M_script01_2,M008,xxx
Ses04M_script01_2,M009,xxx
Ses04M_script01_2,M010,xxx
Ses04M_script01_2,M011,fru
Ses04M_script01_2,M012,fru
Ses04M_script01_2,M013,fru
Ses04M_script01_2,M014,fru
Ses04M_script01_2,M015,fru
Ses04M_script01_2,M016,fru
Ses04M_script01_2,M017,fru
Ses04M_script01_2,M018,xxx
Ses04M_script01_2,M019,ang
Ses04M_script01_3,F000,xxx
Ses04M_script01_3,F001,xxx
Ses04M_script01_3,F002,xxx
Ses04M_script01_3,F003,xxx
Ses04M_script01_3,F004,xxx
Ses04M_script01_3,F005,xxx
Ses04M_script01_3,F006,xxx
Ses04M_script01_3,F007,xxx
Ses04M_script01_3,F008,xxx
Ses04M_script01_3,F009,xxx
Ses04M_script01_3,F010,xxx
Ses04M_script01_3,F011,xxx
Ses04M_script01_3,F012,hap
Ses04M_script01_3,F013,hap
Ses04M_script01_3,F014,hap
Ses04M_script01_3,F015,xxx
Ses04M_script01_3,F016,xxx
Ses04M_script01_3,F017,xxx
Ses04M_script01_3,F018,xxx
Ses04M_script01_3,F019,xxx
Ses04M_script01_3,F020,xxx
Ses04M_script01_3,F021,xxx
Ses04M_script01_3,F022,sad
Ses04M_script01_3,F023,sad
Ses04M_script01_3,F024,xxx
Ses04M_script01_3,F025,xxx
Ses04M_script01_3,F026,xxx
Ses04M_script01_3,F027,hap
Ses04M_script01_3,M000,xxx
Ses04M_script01_3,M001,xxx
Ses04M_script01_3,M002,xxx
Ses04M_script01_3,M003,xxx
Ses04M_script01_3,M004,xxx
Ses04M_script01_3,M005,xxx
Ses04M_script01_3,M006,xxx
Ses04M_script01_3,M007,xxx
Ses04M_script01_3,M008,xxx
Ses04M_script01_3,M009,xxx
Ses04M_script01_3,M010,xxx
Ses04M_script01_3,M011,xxx
Ses04M_script01_3,M012,xxx
Ses04M_script01_3,M013,xxx
Ses04M_script01_3,M014,xxx
Ses04M_script01_3,M015,xxx
Ses04M_script01_3,M016,xxx
Ses04M_script01_3,M017,xxx
Ses04M_script01_3,M018,xxx
Ses04M_script01_3,M019,xxx
Ses04M_script01_3,M020,xxx
Ses04M_script01_3,M021,xxx
Ses04M_script01_3,M022,sad
Ses04M_script01_3,M023,sad
Ses04M_script01_3,M024,sad
Ses04M_script01_3,M025,sad
Ses04M_script01_3,M026,sad
Ses04M_script01_3,M027,sad
Ses04M_script01_3,M028,sad
Ses04M_script01_3,M029,xxx
Ses04M_script01_3,M030,sad
Ses04M_script01_3,M031,sad
Ses04M_script01_3,M032,sad
Ses04M_script01_3,M033,sad
Ses04M_script01_3,M034,sad
Ses04M_script01_3,M035,sad
Ses04M_script01_3,M036,xxx
Ses04M_script01_3,M037,hap
Ses04M_script02_1,F000,neu
Ses04M_script02_1,F001,xxx
Ses04M_script02_1,F002,ang
Ses04M_script02_1,F003,ang
Ses04M_script02_1,F004,ang
Ses04M_script02_1,F005,ang
Ses04M_script02_1,F006,xxx
Ses04M_script02_1,F007,ang
Ses04M_script02_1,F008,ang
Ses04M_script02_1,F009,fru
Ses04M_script02_1,F010,ang
Ses04M_script02_1,F011,fru
Ses04M_script02_1,F012,ang
Ses04M_script02_1,F013,ang
Ses04M_script02_1,F014,neu
Ses04M_script02_1,F015,fru
Ses04M_script02_1,F016,fru
Ses04M_script02_1,F017,ang
Ses04M_script02_1,F018,ang
Ses04M_script02_1,F019,fru
Ses04M_script02_1,F020,fru
Ses04M_script02_1,F021,fru
Ses04M_script02_1,M000,xxx
Ses04M_script02_1,M001,exc
Ses04M_script02_1,M002,exc
Ses04M_script02_1,M003,exc
Ses04M_script02_1,M004,xxx
Ses04M_script02_1,M005,neu
Ses04M_script02_1,M006,fru
Ses04M_script02_1,M007,xxx
Ses04M_script02_1,M008,exc
Ses04M_script02_1,M009,neu
Ses04M_script02_1,M010,xxx
Ses04M_script02_1,M011,xxx
Ses04M_script02_1,M012,neu
Ses04M_script02_1,M013,fru
Ses04M_script02_1,M014,neu
Ses04M_script02_1,M015,neu
Ses04M_script02_1,M016,fru
Ses04M_script02_1,M017,xxx
Ses04M_script02_1,M018,exc
Ses04M_script02_1,M019,fru
Ses04M_script02_1,M020,exc
Ses04M_script02_1,M021,exc
Ses04M_script02_1,M022,exc
Ses04M_script02_1,M023,exc
Ses04M_script02_1,M024,sur
Ses04M_script02_1,M025,xxx
Ses04M_script02_1,M026,xxx
Ses04M_script02_1,M027,xxx
Ses04M_script02_1,M028,exc
Ses04M_script02_1,M029,exc
Ses04M_script02_1,M030,exc
Ses04M_script02_1,M031,exc
Ses04M_script02_1,M032,exc
Ses04M_script02_1,M033,exc
Ses04M_script02_2,F000,neu
Ses04M_script02_2,F001,xxx
Ses04M_script02_2,F002,xxx
Ses04M_script02_2,F003,xxx
Ses04M_script02_2,F004,xxx
Ses04M_script02_2,F005,xxx
Ses04M_script02_2,F006,ang
Ses04M_script02_2,F007,ang
Ses04M_script02_2,F008,xxx
Ses04M_script02_2,F009,ang
Ses04M_script02_2,F010,fru
Ses04M_script02_2,F011,xxx
Ses04M_script02_2,F012,fru
Ses04M_script02_2,F013,ang
Ses04M_script02_2,F014,xxx
Ses04M_script02_2,F015,xxx
Ses04M_script02_2,F016,sad
Ses04M_script02_2,F017,xxx
Ses04M_script02_2,F018,sad
Ses04M_script02_2,F019,sad
Ses04M_script02_2,F020,sad
Ses04M_script02_2,F021,sad
Ses04M_script02_2,F022,fru
Ses04M_script02_2,F023,fru
Ses04M_script02_2,F024,fru
Ses04M_script02_2,F025,ang
Ses04M_script02_2,F026,ang
Ses04M_script02_2,F027,ang
Ses04M_script02_2,F028,ang
Ses04M_script02_2,F029,ang
Ses04M_script02_2,F030,xxx
Ses04M_script02_2,F031,fru
Ses04M_script02_2,F032,sad
Ses04M_script02_2,F033,xxx
Ses04M_script02_2,F034,xxx
Ses04M_script02_2,F035,hap
Ses04M_script02_2,F036,hap
Ses04M_script02_2,F037,xxx
Ses04M_script02_2,M000,neu
Ses04M_script02_2,M001,neu
Ses04M_script02_2,M002,fru
Ses04M_script02_2,M003,xxx
Ses04M_script02_2,M004,xxx
Ses04M_script02_2,M005,fru
Ses04M_script02_2,M006,ang
Ses04M_script02_2,M007,ang
Ses04M_script02_2,M008,xxx
Ses04M_script02_2,M009,xxx
Ses04M_script02_2,M010,xxx
Ses04M_script02_2,M011,fru
Ses04M_script02_2,M012,xxx
Ses04M_script02_2,M013,fru
Ses04M_script02_2,M014,fru
Ses04M_script02_2,M015,fru
Ses04M_script02_2,M016,fru
Ses04M_script02_2,M017,fru
Ses04M_script02_2,M018,fru
Ses04M_script02_2,M019,fru
Ses04M_script02_2,M020,neu
Ses04M_script02_2,M021,neu
Ses04M_script02_2,M022,xxx
Ses04M_script02_2,M023,xxx
Ses04M_script02_2,M024,fru
Ses04M_script02_2,M025,fru
Ses04M_script02_2,M026,fru
Ses04M_script02_2,M027,fru
Ses04M_script02_2,M028,xxx
Ses04M_script02_2,M029,ang
Ses04M_script02_2,M030,xxx
Ses04M_script02_2,M031,ang
Ses04M_script02_2,M032,fru
Ses04M_script02_2,M033,fru
Ses04M_script02_2,M034,ang
Ses04M_script02_2,M035,fru
Ses04M_script02_2,M036,xxx
Ses04M_script02_2,M037,sad
Ses04M_script02_2,M038,sur
Ses04M_script02_2,M039,hap
Ses04M_script02_2,M040,hap
Ses04M_script02_2,M041,hap
Ses04M_script02_2,M042,xxx
Ses04M_script03_1,F000,xxx
Ses04M_script03_1,F001,fea
Ses04M_script03_1,F002,fea
Ses04M_script03_1,F003,xxx
Ses04M_script03_1,F004,xxx
Ses04M_script03_1,F005,exc
Ses04M_script03_1,F006,exc
Ses04M_script03_1,F007,exc
Ses04M_script03_1,F008,exc
Ses04M_script03_1,F009,exc
Ses04M_script03_1,F010,xxx
Ses04M_script03_1,F011,xxx
Ses04M_script03_1,F012,exc
Ses04M_script03_1,F013,neu
Ses04M_script03_1,F014,exc
Ses04M_script03_1,F015,exc
Ses04M_script03_1,F016,xxx
Ses04M_script03_1,F017,exc
Ses04M_script03_1,F018,exc
Ses04M_script03_1,F019,xxx
Ses04M_script03_1,F020,xxx
Ses04M_script03_1,F021,exc
Ses04M_script03_1,F022,exc
Ses04M_script03_1,F023,exc
Ses04M_script03_1,F024,exc
Ses04M_script03_1,F025,exc
Ses04M_script03_1,F026,exc
Ses04M_script03_1,F027,exc
Ses04M_script03_1,F028,exc
Ses04M_script03_1,F029,exc
Ses04M_script03_1,F030,exc
Ses04M_script03_1,M000,fea
Ses04M_script03_1,M001,fea
Ses04M_script03_1,M002,fea
Ses04M_script03_1,M003,neu
Ses04M_script03_1,M004,exc
Ses04M_script03_1,M005,xxx
Ses04M_script03_1,M006,exc
Ses04M_script03_1,M007,exc
Ses04M_script03_1,M008,xxx
Ses04M_script03_1,M009,xxx
Ses04M_script03_1,M010,neu
Ses04M_script03_1,M011,xxx
Ses04M_script03_1,M012,neu
Ses04M_script03_1,M013,ang
Ses04M_script03_1,M014,xxx
Ses04M_script03_1,M015,xxx
Ses04M_script03_1,M016,sad
Ses04M_script03_1,M017,xxx
Ses04M_script03_1,M018,xxx
Ses04M_script03_1,M019,xxx
Ses04M_script03_1,M020,xxx
Ses04M_script03_1,M021,exc
Ses04M_script03_1,M022,xxx
Ses04M_script03_1,M023,xxx
Ses04M_script03_1,M024,xxx
Ses04M_script03_1,M025,ang
Ses04M_script03_1,M026,xxx
Ses04M_script03_1,M027,xxx
Ses04M_script03_1,M028,neu
Ses04M_script03_1,M029,exc
Ses04M_script03_1,M030,xxx
Ses04M_script03_1,M031,xxx
Ses04M_script03_1,M032,xxx
Ses04M_script03_1,M033,neu
Ses04M_script03_2,F000,ang
Ses04M_script03_2,F001,hap
Ses04M_script03_2,F002,hap
Ses04M_script03_2,F003,hap
Ses04M_script03_2,F004,xxx
Ses04M_script03_2,F005,xxx
Ses04M_script03_2,F006,exc
Ses04M_script03_2,F007,xxx
Ses04M_script03_2,F008,hap
Ses04M_script03_2,F009,neu
Ses04M_script03_2,F010,ang
Ses04M_script03_2,F011,xxx
Ses04M_script03_2,F012,fru
Ses04M_script03_2,F013,fru
Ses04M_script03_2,F014,ang
Ses04M_script03_2,F015,fru
Ses04M_script03_2,F016,fru
Ses04M_script03_2,F017,ang
Ses04M_script03_2,F018,fru
Ses04M_script03_2,F019,ang
Ses04M_script03_2,F020,fru
Ses04M_script03_2,F021,xxx
Ses04M_script03_2,F022,ang
Ses04M_script03_2,F023,ang
Ses04M_script03_2,F024,neu
Ses04M_script03_2,F025,fru
Ses04M_script03_2,F026,ang
Ses04M_script03_2,F027,fru
Ses04M_script03_2,F028,ang
Ses04M_script03_2,F029,ang
Ses04M_script03_2,F030,ang
Ses04M_script03_2,F031,ang
Ses04M_script03_2,F032,ang
Ses04M_script03_2,F033,ang
Ses04M_script03_2,F034,ang
Ses04M_script03_2,F035,ang
Ses04M_script03_2,F036,ang
Ses04M_script03_2,F037,ang
Ses04M_script03_2,F038,xxx
Ses04M_script03_2,F039,ang
Ses04M_script03_2,F040,ang
Ses04M_script03_2,F041,ang
Ses04M_script03_2,F042,ang
Ses04M_script03_2,F043,neu
Ses04M_script03_2,F044,ang
Ses04M_script03_2,F045,ang
Ses04M_script03_2,F046,ang
Ses04M_script03_2,F047,ang
Ses04M_script03_2,F048,ang
Ses04M_script03_2,F049,ang
Ses04M_script03_2,F050,ang
Ses04M_script03_2,F051,ang
Ses04M_script03_2,F052,ang
Ses04M_script03_2,M000,xxx
Ses04M_script03_2,M001,neu
Ses04M_script03_2,M002,xxx
Ses04M_script03_2,M003,xxx
Ses04M_script03_2,M004,fru
Ses04M_script03_2,M005,fru
Ses04M_script03_2,M006,xxx
Ses04M_script03_2,M007,fru
Ses04M_script03_2,M008,ang
Ses04M_script03_2,M009,neu
Ses04M_script03_2,M010,ang
Ses04M_script03_2,M011,ang
Ses04M_script03_2,M012,ang
Ses04M_script03_2,M013,ang
Ses04M_script03_2,M014,ang
Ses04M_script03_2,M015,xxx
Ses04M_script03_2,M016,fru
Ses04M_script03_2,M017,fru
Ses04M_script03_2,M018,fru
Ses04M_script03_2,M019,fru
Ses04M_script03_2,M020,ang
Ses04M_script03_2,M021,ang
Ses04M_script03_2,M022,ang
Ses04M_script03_2,M023,fru
Ses04M_script03_2,M024,ang
Ses04M_script03_2,M025,ang
Ses04M_script03_2,M026,neu
Ses04M_script03_2,M027,ang
Ses04M_script03_2,M028,neu
Ses04M_script03_2,M029,ang
Ses04M_script03_2,M030,ang
Ses04M_script03_2,M031,ang
Ses04M_script03_2,M032,xxx
Ses04M_script03_2,M033,ang
Ses04M_script03_2,M034,ang
Ses04M_script03_2,M035,ang
Ses04M_script03_2,M036,ang
Ses04M_script03_2,M037,fru
Ses04M_script03_2,M038,ang
Ses04M_script03_2,M039,xxx
Ses04M_script03_2,M040,ang
Ses04M_script03_2,M041,ang
Ses04M_script03_2,M042,xxx
Ses04M_script03_2,M043,ang
Ses04M_script03_2,M044,xxx
Ses04M_script03_2,M045,xxx
Ses04M_script03_2,M046,ang
Ses04M_script03_2,M047,ang
Ses04M_script03_2,M048,ang
Ses04M_script03_2,M049,ang
Ses04M_script03_2,M050,ang
Ses04M_script03_2,M051,ang
Ses04M_script03_2,M052,ang
Ses04M_script03_2,M053,ang
Ses04M_script03_2,M054,ang
Ses04M_script03_2,M055,ang
Ses04M_script03_2,M056,ang
Ses05F_impro01,F000,neu
Ses05F_impro01,F001,fru
Ses05F_impro01,F002,fru
Ses05F_impro01,F003,fru
Ses05F_impro01,F004,fru
Ses05F_impro01,F005,fru
Ses05F_impro01,F006,fru
Ses05F_impro01,F007,fru
Ses05F_impro01,F008,neu
Ses05F_impro01,F009,fru
Ses05F_impro01,F010,fru
Ses05F_impro01,F011,fru
Ses05F_impro01,F012,fru
Ses05F_impro01,F013,fru
Ses05F_impro01,F014,fru
Ses05F_impro01,F015,fru
Ses05F_impro01,F016,fru
Ses05F_impro01,F017,ang
Ses05F_impro01,F018,ang
Ses05F_impro01,F019,fru
Ses05F_impro01,F020,ang
Ses05F_impro01,F021,fru
Ses05F_impro01,F022,fru
Ses05F_impro01,F023,fru
Ses05F_impro01,M000,neu
Ses05F_impro01,M001,xxx
Ses05F_impro01,M002,xxx
Ses05F_impro01,M003,neu
Ses05F_impro01,M004,fru
Ses05F_impro01,M005,fru
Ses05F_impro01,M006,fru
Ses05F_impro01,M007,fru
Ses05F_impro01,M008,fru
Ses05F_impro01,M009,fru
Ses05F_impro01,M010,fru
Ses05F_impro01,M011,fru
Ses05F_impro01,M012,fru
Ses05F_impro01,M013,fru
Ses05F_impro01,M014,fru
Ses05F_impro01,M015,fru
Ses05F_impro01,M016,xxx
Ses05F_impro01,M017,fru
Ses05F_impro01,M018,fru
Ses05F_impro01,M019,fru
Ses05F_impro01,M020,fru
Ses05F_impro01,M021,fru
Ses05F_impro01,M022,xxx
Ses05F_impro01,M023,fru
Ses05F_impro01,M024,xxx
Ses05F_impro02,F000,xxx
Ses05F_impro02,F001,sad
Ses05F_impro02,F002,sad
Ses05F_impro02,F003,xxx
Ses05F_impro02,F004,sad
Ses05F_impro02,F005,sad
Ses05F_impro02,F006,fea
Ses05F_impro02,F007,xxx
Ses05F_impro02,F008,sad
Ses05F_impro02,F009,sad
Ses05F_impro02,F010,sad
Ses05F_impro02,F011,sad
Ses05F_impro02,F012,sad
Ses05F_impro02,F013,fru
Ses05F_impro02,F014,fru
Ses05F_impro02,F015,xxx
Ses05F_impro02,F016,xxx
Ses05F_impro02,F017,fru
Ses05F_impro02,F018,fru
Ses05F_impro02,F019,xxx
Ses05F_impro02,F020,fru
Ses05F_impro02,F021,sad
Ses05F_impro02,F022,xxx
Ses05F_impro02,F023,sad
Ses05F_impro02,F024,sad
Ses05F_impro02,F025,fru
Ses05F_impro02,F026,fru
Ses05F_impro02,F027,sad
Ses05F_impro02,F028,sad
Ses05F_impro02,F029,sad
Ses05F_impro02,F030,xxx
Ses05F_impro02,F031,sad
Ses05F_impro02,F032,sad
Ses05F_impro02,F033,xxx
Ses05F_impro02,F034,sad
Ses05F_impro02,F035,sad
Ses05F_impro02,F036,sad
Ses05F_impro02,F037,sad
Ses05F_impro02,F038,sad
Ses05F_impro02,M000,neu
Ses05F_impro02,M001,xxx
Ses05F_impro02,M002,xxx
Ses05F_impro02,M003,xxx
Ses05F_impro02,M004,ang
Ses05F_impro02,M005,ang
Ses05F_impro02,M006,fru
Ses05F_impro02,M007,xxx
Ses05F_impro02,M008,fru
Ses05F_impro02,M009,xxx
Ses05F_impro02,M010,ang
Ses05F_impro02,M011,xxx
Ses05F_impro02,M012,xxx
Ses05F_impro02,M013,xxx
Ses05F_impro02,M014,ang
Ses05F_impro02,M015,ang
Ses05F_impro02,M016,fru
Ses05F_impro02,M017,xxx
Ses05F_impro02,M018,xxx
Ses05F_impro02,M019,sur
Ses05F_impro02,M020,xxx
Ses05F_impro02,M021,xxx
Ses05F_impro02,M022,xxx
Ses05F_impro02,M023,xxx
Ses05F_impro02,M024,sad
Ses05F_impro02,M025,sad
Ses05F_impro02,M026,sad
Ses05F_impro02,M027,xxx
Ses05F_impro02,M028,xxx
Ses05F_impro02,M029,sad
Ses05F_impro02,M030,xxx
Ses05F_impro02,M031,sad
Ses05F_impro02,M032,sad
Ses05F_impro02,M033,sad
Ses05F_impro02,M034,sad
Ses05F_impro02,M035,sad
Ses05F_impro02,M036,sad
Ses05F_impro02,M037,xxx
Ses05F_impro02,M038,xxx
Ses05F_impro02,M039,sur
Ses05F_impro02,M040,xxx
Ses05F_impro02,M041,sad
Ses05F_impro03,F000,exc
Ses05F_impro03,F001,exc
Ses05F_impro03,F002,exc
Ses05F_impro03,F003,exc
Ses05F_impro03,F004,exc
Ses05F_impro03,F005,exc
Ses05F_impro03,F006,xxx
Ses05F_impro03,F007,exc
Ses05F_impro03,F008,exc
Ses05F_impro03,F009,exc
Ses05F_impro03,F010,xxx
Ses05F_impro03,F011,exc
Ses05F_impro03,F012,xxx
Ses05F_impro03,F013,xxx
Ses05F_impro03,F014,xxx
Ses05F_impro03,F015,xxx
Ses05F_impro03,F016,xxx
Ses05F_impro03,F017,xxx
Ses05F_impro03,F018,xxx
Ses05F_impro03,F019,xxx
Ses05F_impro03,F020,exc
Ses05F_impro03,F021,xxx
Ses05F_impro03,F022,xxx
Ses05F_impro03,F023,xxx
Ses05F_impro03,F024,xxx
Ses05F_impro03,F025,xxx
Ses05F_impro03,F026,xxx
Ses05F_impro03,F027,hap
Ses05F_impro03,F028,hap
Ses05F_impro03,F029,hap
Ses05F_impro03,F030,hap
Ses05F_impro03,F031,hap
Ses05F_impro03,F032,hap
Ses05F_impro03,F033,hap
Ses05F_impro03,F034,hap
Ses05F_impro03,F035,hap
Ses05F_impro03,F036,hap
Ses05F_impro03,F037,exc
Ses05F_impro03,F038,xxx
Ses05F_impro03,F039,hap
Ses05F_impro03,F040,hap
Ses05F_impro03,F041,hap
Ses05F_impro03,F042,exc
Ses05F_impro03,F043,exc
Ses05F_impro03,F044,xxx
Ses05F_impro03,F045,xxx
Ses05F_impro03,F046,hap
Ses05F_impro03,F047,hap
Ses05F_impro03,F048,hap
Ses05F_impro03,F049,hap
Ses05F_impro03,F050,xxx
Ses05F_impro03,F051,hap
Ses05F_impro03,F052,xxx
Ses05F_impro03,F053,hap
Ses05F_impro03,F054,hap
Ses05F_impro03,F055,hap
Ses05F_impro03,F056,hap
Ses05F_impro03,F057,hap
Ses05F_impro03,F058,hap
Ses05F_impro03,F059,hap
Ses05F_impro03,F060,hap
Ses05F_impro03,M000,exc
Ses05F_impro03,M001,exc
Ses05F_impro03,M002,sur
Ses05F_impro03,M003,exc
Ses05F_impro03,M004,xxx
Ses05F_impro03,M005,exc
Ses05F_impro03,M006,exc
Ses05F_impro03,M007,exc
Ses05F_impro03,M008,exc
Ses05F_impro03,M009,exc
Ses05F_impro03,M010,exc
Ses05F_impro03,M011,exc
Ses05F_impro03,M012,exc
Ses05F_impro03,M013,exc
Ses05F_impro03,M014,xxx
Ses05F_impro03,M015,xxx
Ses05F_impro03,M016,xxx
Ses05F_impro03,M017,xxx
Ses05F_impro03,M018,xxx
Ses05F_impro03,M019,xxx
Ses05F_impro03,M020,exc
Ses05F_impro03,M021,xxx
Ses05F_impro03,M022,xxx
Ses05F_impro03,M023,xxx
Ses05F_impro03,M024,xxx
Ses05F_impro03,M025,xxx
Ses05F_impro03,M026,xxx
Ses05F_impro03,M027,exc
Ses05F_impro03,M028,xxx
Ses05F_impro03,M029,xxx
Ses05F_impro03,M030,hap
Ses05F_impro03,M031,exc
Ses05F_impro03,M032,exc
Ses05F_impro03,M033,exc
Ses05F_impro03,M034,xxx
Ses05F_impro03,M035,exc
Ses05F_impro03,M036,exc
Ses05F_impro03,M037,exc
Ses05F_impro03,M038,hap
Ses05F_impro03,M039,exc
Ses05F_impro03,M040,hap
Ses05F_impro03,M041,hap
Ses05F_impro03,M042,xxx
Ses05F_impro03,M043,exc
Ses05F_impro03,M044,exc
Ses05F_impro03,M045,exc
Ses05F_impro03,M046,exc
Ses05F_impro03,M047,xxx
Ses05F_impro03,M048,xxx
Ses05F_impro03,M049,hap
Ses05F_impro03,M050,exc
Ses05F_impro03,M051,exc
Ses05F_impro03,M052,xxx
Ses05F_impro03,M053,xxx
Ses05F_impro03,M054,xxx
Ses05F_impro03,M055,xxx
Ses05F_impro03,M056,xxx
Ses05F_impro03,M057,hap
Ses05F_impro03,M058,hap
Ses05F_impro03,M059,xxx
Ses05F_impro03,M060,hap
Ses05F_impro03,M061,hap
Ses05F_impro03,M062,hap
Ses05F_impro03,M063,hap
Ses05F_impro03,M064,hap
Ses05F_impro03,M065,hap
Ses05F_impro03,M066,hap
Ses05F_impro03,M067,hap
Ses05F_impro03,M068,hap
Ses05F_impro04,F000,sad
Ses05F_impro04,F001,xxx
Ses05F_impro04,F002,fru
Ses05F_impro04,F003,fru
Ses05F_impro04,F004,fru
Ses05F_impro04,F005,fru
Ses05F_impro04,F006,fru
Ses05F_impro04,F007,fru
Ses05F_impro04,F008,ang
Ses05F_impro04,F009,fru
Ses05F_impro04,F010,fru
Ses05F_impro04,F011,fru
Ses05F_impro04,F012,fru
Ses05F_impro04,F013,fru
Ses05F_impro04,F014,fru
Ses05F_impro04,F015,sad
Ses05F_impro04,F016,sad
Ses05F_impro04,F017,sad
Ses05F_impro04,F018,xxx
Ses05F_impro04,F019,sad
Ses05F_impro04,F020,fru
Ses05F_impro04,F021,xxx
Ses05F_impro04,F022,sad
Ses05F_impro04,F023,sad
Ses05F_impro04,F024,fru
Ses05F_impro04,F025,xxx
Ses05F_impro04,F026,fru
Ses05F_impro04,F027,xxx
Ses05F_impro04,F028,fru
Ses05F_impro04,F029,fru
Ses05F_impro04,F030,fru
Ses05F_impro04,F031,fru
Ses05F_impro04,F032,fru
Ses05F_impro04,F033,fru
Ses05F_impro04,F034,fru
Ses05F_impro04,F035,fru
Ses05F_impro04,F036,fru
Ses05F_impro04,F037,fru
Ses05F_impro04,F038,neu
Ses05F_impro04,F039,neu
Ses05F_impro04,F040,neu
Ses05F_impro04,F041,neu
Ses05F_impro04,F042,sad
Ses05F_impro04,F043,neu
Ses05F_impro04,F044,neu
Ses05F_impro04,F045,neu
Ses05F_impro04,F046,xxx
Ses05F_impro04,M000,neu
Ses05F_impro04,M001,neu
Ses05F_impro04,M002,fru
Ses05F_impro04,M003,neu
Ses05F_impro04,M004,neu
Ses05F_impro04,M005,neu
Ses05F_impro04,M006,fru
Ses05F_impro04,M007,neu
Ses05F_impro04,M008,neu
Ses05F_impro04,M009,neu
Ses05F_impro04,M010,neu
Ses05F_impro04,M011,neu
Ses05F_impro04,M012,neu
Ses05F_impro04,M013,neu
Ses05F_impro04,M014,fru
Ses05F_impro04,M015,neu
Ses05F_impro04,M016,neu
Ses05F_impro04,M017,neu
Ses05F_impro04,M018,xxx
Ses05F_impro04,M019,fru
Ses05F_impro04,M020,neu
Ses05F_impro04,M021,fru
Ses05F_impro04,M022,neu
Ses05F_impro04,M023,fru
Ses05F_impro04,M024,neu
Ses05F_impro04,M025,neu
Ses05F_impro04,M026,neu
Ses05F_impro04,M027,neu
Ses05F_impro04,M028,neu
Ses05F_impro04,M029,neu
Ses05F_impro04,M030,neu
Ses05F_impro04,M031,neu
Ses05F_impro04,M032,neu
Ses05F_impro04,M033,neu
Ses05F_impro04,M034,neu
Ses05F_impro04,M035,neu
Ses05F_impro04,M036,neu
Ses05F_impro04,M037,neu
Ses05F_impro04,M038,neu
Ses05F_impro04,M039,neu
Ses05F_impro04,M040,neu
Ses05F_impro04,M041,neu
Ses05F_impro04,M042,neu
Ses05F_impro04,M043,neu
Ses05F_impro05,F000,neu
Ses05F_impro05,F001,neu
Ses05F_impro05,F002,neu
Ses05F_impro05,F003,fru
Ses05F_impro05,F004,neu
Ses05F_impro05,F005,neu
Ses05F_impro05,F006,neu
Ses05F_impro05,F007,neu
Ses05F_impro05,F008,fru
Ses05F_impro05,F009,fru
Ses05F_impro05,F010,neu
Ses05F_impro05,F011,fru
Ses05F_impro05,F012,fru
Ses05F_impro05,F013,fru
Ses05F_impro05,F014,fru
Ses05F_impro05,F015,xxx
Ses05F_impro05,F016,xxx
Ses05F_impro05,F017,fru
Ses05F_impro05,F018,ang
Ses05F_impro05,F019,ang
Ses05F_impro05,F020,ang
Ses05F_impro05,F021,ang
Ses05F_impro05,F022,ang
Ses05F_impro05,F023,ang
Ses05F_impro05,F024,ang
Ses05F_impro05,F025,xxx
